Estado	Clave estado	Clave	Nombre Estación	Municipio	Situación
Jalisco	jal	14093	Magdalena	Magdalena	Operando
Jalisco	jal	14092	Los Olivos (Cfe)	Jilotlán De Los Dolores	Suspendida
Jalisco	jal	14091	Llano Grande	Tomatlán	Suspendida
Jalisco	jal	14090	La Yerbabuena	Tototlán	Operando
Jalisco	jal	14089	La Vega	Teuchitlán	Operando
Jalisco	jal	14088	La Soledad	Zapopan	Suspendida
Jalisco	jal	14087	La Red	Tepatitlán De Morelos	Operando
Jalisco	jal	14086	La Manzanilla De La Paz	La Manzanilla De La Paz	Suspendida
Jalisco	jal	14085	La Huerta	La Huerta	Suspendida
Jalisco	jal	14084	Lagos De Moreno (Dge)	Lagos De Moreno	Operando
Jalisco	jal	14083	Lagos De Moreno (Obs)	Lagos De Moreno	Operando
Jalisco	jal	14082	La Estanzuela	Teuchitlán	Suspendida
Jalisco	jal	14081	La Desembocada	Puerto Vallarta	Operando
Jalisco	jal	14080	La Cuña	Yahualica De González Gallo	Operando
Jalisco	jal	14079	La Cofradia	Villa Purificación	Suspendida
Jalisco	jal	14078	Juchitlan	Juchitlán	Operando
Jalisco	jal	14077	Jocotepec	Jocotepec	Suspendida
Jalisco	jal	14076	Jesus Maria	Jesús María	Operando
Jalisco	jal	14075	Jamay	Jamay	Operando
Jalisco	jal	14074	Jalostotitlan	Jalostotitlán	Suspendida
Jalisco	jal	14073	Ixtlahuacan Del Rio	Ixtlahuacán Del Río	Suspendida
Jalisco	jal	14072	Huerta Vieja	Ixtlahuacán De Los Membrillos	Operando
Jalisco	jal	14071	Huejuquilla El Alto (Dge)	Huejuquilla El Alto	Operando
Jalisco	jal	14070	Huascato	Degollado	Operando
Jalisco	jal	14069	Huejucar (Obs)	Huejúcar	Suspendida
Jalisco	jal	14068	Hostotipaquillo	Hostotipaquillo	Operando
Jalisco	jal	14067	Higuera Blanca	Tomatlán	Operando
Jalisco	jal	14066	Guadalajara (Dge)	Guadalajara	Operando
Jalisco	jal	14065	Guadalajara (Obs)	Guadalajara	Operando
Jalisco	jal	14064	Ex Hacienda San Diego	Cocula	Suspendida
Jalisco	jal	14063	Etzatlan (Smn)	Etzatlán	Operando
Jalisco	jal	14062	Encarnacion De Diaz	Encarnación De Díaz	Suspendida
Jalisco	jal	14060	El Tule	Arandas	Operando
Jalisco	jal	14059	El Tuito	Cabo Corrientes	Operando
Jalisco	jal	14058	El Tecuan	Encarnación De Díaz	Suspendida
Jalisco	jal	14057	El Salto	El Salto	Suspendida
Jalisco	jal	14056	El Salitre	San Martín Hidalgo	Operando
Jalisco	jal	14055	Ingenio El Refugio	Tala	Suspendida
Jalisco	jal	14054	El Puesto	Lagos De Moreno	Operando
Jalisco	jal	14053	El Pinito	Huejuquilla El Alto	Operando
Jalisco	jal	14052	El Nogal	Tapalpa	Operando
Jalisco	jal	14051	El Limon	El Limón	Suspendida
Jalisco	jal	14050	El Grullo	El Grullo	Suspendida
Jalisco	jal	14049	Gargantillo	Tomatlán	Suspendida
Jalisco	jal	14048	El Chiflon	Cihuatlán	Operando
Jalisco	jal	14047	El Fuerte	Ocotlán	Operando
Jalisco	jal	14046	El Chante	Autlán De Navarro	Operando
Jalisco	jal	14045	Cabrito	Arandas	Suspendida
Jalisco	jal	14044	El Bramador	Talpa De Allende	Operando
Jalisco	jal	14043	Ejutla	Ejutla	Suspendida
Jalisco	jal	14042	Cuitzmala	La Huerta	Suspendida
Jalisco	jal	14041	Chiquilistlan	Chiquilistlán	Suspendida
Jalisco	jal	14040	Chapala	Chapala	Operando
Jalisco	jal	14039	Cuquio	Cuquío	Operando
Jalisco	jal	14038	Cuixtla	San Cristóbal De La Barranca	Operando
Jalisco	jal	14037	Presa Achimec	Huejúcar	Operando
Jalisco	jal	14036	Cuautitlan	Cuautitlán De García Barragán	Operando
Jalisco	jal	14035	Corrinchis Ii	Mascota	Operando
Jalisco	jal	14034	Contla	Tamazula De Gordiano	Operando
Jalisco	jal	14033	Comanja De Corona	Lagos De Moreno	Operando
Jalisco	jal	14032	Colotlan (Obs)	Colotlán	Operando
Jalisco	jal	14031	Ciudad Venustiano Carranza	San Gabriel	Suspendida
Jalisco	jal	14030	Ciudad Guzman (Obs)	Zapotlán El Grande	Operando
Jalisco	jal	14029	Concepcion De Buenos Aires	Concepción De Buenos Aires	Operando
Jalisco	jal	14028	Cihuatlan (Dge)	Cihuatlán	Operando
Jalisco	jal	14027	Casimiro Castillo	Casimiro Castillo	Suspendida
Jalisco	jal	14026	Casa Llanta	Colotlán	Operando
Jalisco	jal	14025	Calera	Teocaltiche	Suspendida
Jalisco	jal	14024	Cajon De Peña	Tomatlán	Operando
Jalisco	jal	14023	Bolaños	Bolaños	Operando
Jalisco	jal	14022	Clavellinas	Tuxpan	Suspendida
Jalisco	jal	14021	Ayotitlan	Cuautitlán De García Barragán	Suspendida
Jalisco	jal	14020	Ayo El Chico	Ayotlán	Suspendida
Jalisco	jal	14019	Autlan	Autlán De Navarro	Suspendida
Jalisco	jal	14018	Atoyac	Atoyac	Operando
Jalisco	jal	14017	Atotonilco El Alto	Atotonilco El Alto	Operando
Jalisco	jal	14016	Atequiza	Ixtlahuacán De Los Membrillos	Operando
Jalisco	jal	14015	Atenguillo	Atenguillo	Suspendida
Jalisco	jal	14014	Atengo (Smn)	Atengo	Suspendida
Jalisco	jal	14013	Atemajac De Brizuela	Atemajac De Brizuela	Suspendida
Jalisco	jal	14012	El Arenal (Smn)	El Arenal	Suspendida
Jalisco	jal	14011	Apazulco	La Huerta	Operando
Jalisco	jal	14010	Antonio Escobedo (Smn)	San Juanito De Escobedo	Suspendida
Jalisco	jal	14009	Ameca	Ameca	Operando
Jalisco	jal	14008	Amacueca	Amacueca	Suspendida
Jalisco	jal	14007	Acihuatl	Villa Purificación	Suspendida
Jalisco	jal	14006	Ajojucar	Teocaltiche	Operando
Jalisco	jal	14005	Ahuijullo	Tecalitlán	Suspendida
Jalisco	jal	14004	Agostadero	San Juan De Los Lagos	Suspendida
Jalisco	jal	14002	Acatlan De Juarez	Acatlán De Juárez	Operando
Jalisco	jal	14001	Acatic (Smn)	Acatic	Suspendida
Hidalgo	hgo	13169	Tizayuca Avm	Tizayuca	Operando
Hidalgo	hgo	13168	Rancho Nuevo	Almoloya	Operando
Hidalgo	hgo	13167	Almoloya	Almoloya	Operando
Hidalgo	hgo	13166	Tlahuelilpan	Tlahuelilpan	Operando
Hidalgo	hgo	13165	La Trinidad	Zempoala	Operando
Hidalgo	hgo	13164	Cahuazas	Chapulhuacán	Operando
Hidalgo	hgo	13162	Santiago Tepeyahualco	Zempoala	Operando
Hidalgo	hgo	13161	Presa Taxhimay Ii	Tepeji Del Río De Ocampo	Operando
Hidalgo	hgo	13160	Tornacuxtla	San Agustín Tlaxiaca	Operando
Hidalgo	hgo	13159	Unidad De Riego Los Angeles	Atotonilco El Grande	Operando
Hidalgo	hgo	13158	Las Adjuntas	Zimapán	Suspendida
Hidalgo	hgo	13157	Matzacintla	Pacula	Suspendida
Hidalgo	hgo	13156	Tlaxcalilla	Huichapan	Operando
Hidalgo	hgo	13155	Maravillas	Nopala De Villagrán	Operando
Hidalgo	hgo	13154	Magdalena	Actopan	Operando
Hidalgo	hgo	13152	El Potrero	Tecozautla	Operando
Hidalgo	hgo	13151	El Encino	Santiago De Anaya	Operando
Hidalgo	hgo	13150	El Cerezo	Pachuca De Soto	Operando
Hidalgo	hgo	13149	El Banco	Tepeji Del Río De Ocampo	Operando
Hidalgo	hgo	13148	Xitha	Zimapán	Operando
Hidalgo	hgo	13147	El Tixqui	Cardonal	Operando
Hidalgo	hgo	13145	San Felipe Orizatlan (Dge)	San Felipe Orizatlán	Operando
Hidalgo	hgo	13144	Huehuetla	Huehuetla	Operando
Hidalgo	hgo	13141	La Laguna	San Felipe Orizatlán	Operando
Hidalgo	hgo	13140	Jaltocan	Jaltocán	Operando
Hidalgo	hgo	13139	Huautla (Dge)	Huautla	Operando
Hidalgo	hgo	13138	Emiliano Zapata	Emiliano Zapata	Operando
Hidalgo	hgo	13137	Tehuetlan	Huejutla De Reyes	Operando
Hidalgo	hgo	13135	Atlapexco	Atlapexco	Operando
Hidalgo	hgo	13133	San Pedro Tlaquilpan	Zempoala	Operando
Hidalgo	hgo	13132	El Tepozan	Almoloya	Operando
Hidalgo	hgo	13131	Santiago Tlajomulco	Tolcayuca	Operando
Hidalgo	hgo	13130	Santa Maria Asuncion	Tulancingo De Bravo	Operando
Hidalgo	hgo	13129	San Agustin Zapotlan	Zempoala	Operando
Hidalgo	hgo	13128	San Agustin Tlaxiaca Ocavm	San Agustín Tlaxiaca	Operando
Hidalgo	hgo	13127	El Aserradero	Cuautepec De Hinojosa	Operando
Hidalgo	hgo	13125	Alfajayucan (Dge)	Alfajayucan	Operando
Hidalgo	hgo	13124	Presa Felipe Angeles	Ixmiquilpan	Suspendida
Hidalgo	hgo	13123	Presa El Durazno	San Agustín Tlaxiaca	Suspendida
Hidalgo	hgo	13122	Presa Javier Rojo Gomez	Alfajayucan	Operando
Hidalgo	hgo	13121	Santa Maria Amajac	Atotonilco El Grande	Operando
Hidalgo	hgo	13120	Capula	Ixmiquilpan	Operando
Hidalgo	hgo	13118	Huautla (Smn)	Huautla	Suspendida
Hidalgo	hgo	13117	San Agustin Tlaxiaca Alto Panuco	San Agustín Tlaxiaca	Suspendida
Hidalgo	hgo	13116	El Zembo	Huasca De Ocampo	Operando
Hidalgo	hgo	13115	Real Del Monte	Mineral Del Monte	Operando
Hidalgo	hgo	13113	Ixmiquilpan (Cfe)	Ixmiquilpan	Suspendida
Hidalgo	hgo	13112	Mineral Del Chico	Mineral Del Chico	Operando
Hidalgo	hgo	13111	Ajacuba (Dge)	Ajacuba	Operando
Hidalgo	hgo	13109	E.T.A. 385 Santiago De Anaya	Santiago De Anaya	Operando
Hidalgo	hgo	13108	E.T.A. 285 San Salvador	San Salvador	Suspendida
Hidalgo	hgo	13106	Ajacuba (Smn)	Ajacuba	Suspendida
Hidalgo	hgo	13105	Cardonal	Cardonal	Operando
Hidalgo	hgo	13104	Chapulhuacan	Chapulhuacán	Suspendida
Hidalgo	hgo	13101	San Bartolo	Chapantongo	Suspendida
Hidalgo	hgo	13100	Omitlan	Omitlán De Juárez	Operando
Hidalgo	hgo	13099	Metepec	Metepec	Operando
Hidalgo	hgo	13098	Huasca	Huasca De Ocampo	Operando
Hidalgo	hgo	13097	Chilcuautla	Chilcuautla	Operando
Hidalgo	hgo	13096	Atotonilco	Atotonilco El Grande	Operando
Hidalgo	hgo	13095	Agua Blanca	Agua Blanca De Iturbide	Operando
Hidalgo	hgo	13094	Acaxochitlan	Acaxochitlán	Suspendida
Hidalgo	hgo	13093	Venados	San Agustín Metzquititlán	Operando
Hidalgo	hgo	13092	Tula (Dge)	Tula De Allende	Operando
Hidalgo	hgo	13091	Tizayuca (Dge)	Tizayuca	Operando
Hidalgo	hgo	13090	Rio Salado	Tezontepec De Aldama	Operando
Hidalgo	hgo	13089	Tepeji Del Rio	Tepeji Del Río De Ocampo	Operando
Hidalgo	hgo	13088	Tasquillo	Tasquillo	Suspendida
Hidalgo	hgo	13087	San Cristobal	Metztitlán	Operando
Hidalgo	hgo	13086	Santiago Tezontlale (Cfe)	Ajacuba	Suspendida
Hidalgo	hgo	13085	Presa Tezoyo	Almoloya	Operando
Hidalgo	hgo	13084	Presa Requena	Tepeji Del Río De Ocampo	Operando
Hidalgo	hgo	13083	Presa Madero	Huichapan	Operando
Hidalgo	hgo	13082	Presa La Esperanza	Tulancingo De Bravo	Operando
Hidalgo	hgo	13081	Presa Golondrinas	Alfajayucan	Operando
Hidalgo	hgo	13080	Presa Endho	Tepetitlán	Operando
Hidalgo	hgo	13079	Presa El Giron	Singuilucan	Operando
Hidalgo	hgo	13078	Mixquiahuala (Dge)	Mixquiahuala De Juárez	Suspendida
Hidalgo	hgo	13077	Metztitlan	Metztitlán	Operando
Hidalgo	hgo	13076	Jonacapa	Huichapan	Suspendida
Hidalgo	hgo	13075	Jasso	Tula De Allende	Operando
Hidalgo	hgo	13074	Ixmiquilpan (Dge)	Ixmiquilpan	Suspendida
Hidalgo	hgo	13073	Ignacio Zaragoza	Ajacuba	Suspendida
Hidalgo	hgo	13072	E.T.A. 027 Nopala	Nopala De Villagrán	Suspendida
Hidalgo	hgo	13071	El Tajo	Metztitlán	Suspendida
Hidalgo	hgo	13070	Santuario	Cardonal	Operando
Hidalgo	hgo	13069	El Mezquital Km. 150	Ixmiquilpan	Operando
Hidalgo	hgo	13068	El Salto	Tepeji Del Río De Ocampo	Operando
Hidalgo	hgo	13067	Los Alamos	San Agustín Metzquititlán	Suspendida
Hidalgo	hgo	13066	C.E.T.A. 006 Molango	Molango De Escamilla	Suspendida
Hidalgo	hgo	13065	Encarnacion	Zimapán	Operando
Hidalgo	hgo	13064	Chapantongo	Chapantongo	Operando
Hidalgo	hgo	13063	Presa Boquilla Tecolote	Ixmiquilpan	Operando
Hidalgo	hgo	13062	Binola	Tezontepec De Aldama	Suspendida
Hidalgo	hgo	13061	Alcholoya	Acatlán	Operando
Hidalgo	hgo	13060	Actopan	Actopan	Operando
Hidalgo	hgo	13059	Acatlan	Acatlán	Suspendida
Hidalgo	hgo	13057	Zacate Grande	Chapulhuacán	Suspendida
Hidalgo	hgo	13056	Pachuca	Pachuca De Soto	Suspendida
Hidalgo	hgo	13055	Irolo	Tepeapulco	Operando
Hidalgo	hgo	13053	Tecozautla	Tecozautla	Suspendida
Hidalgo	hgo	13052	General Pisaflores	Pisaflores	Suspendida
Hidalgo	hgo	13051	Jacala	Jacala De Ledezma	Suspendida
Hidalgo	hgo	13050	Zacualtipan (Dge)	Zacualtipán De Ángeles	Suspendida
Hidalgo	hgo	13049	Rancho La Soledad (Cfe)	Tula De Allende	Suspendida
Hidalgo	hgo	13048	Tlanchinol (Smn)	Tlanchinol	Operando
Hidalgo	hgo	13047	Tezontepec (Dge)	Tezontepec De Aldama	Suspendida
Hidalgo	hgo	13046	Laguna De Apan	Apan	Suspendida
Hidalgo	hgo	13045	Apan (Smn)	Apan	Suspendida
Hidalgo	hgo	13044	Zimapan	Zimapán	Suspendida
Hidalgo	hgo	13043	Zempoala	Zempoala	Suspendida
Hidalgo	hgo	13042	Zacualtipan (Smn)	Zacualtipán De Ángeles	Operando
Hidalgo	hgo	13041	Tulancingo (Obs)	Tulancingo De Bravo	Operando
Hidalgo	hgo	13040	Tula (Smn)	Tula De Allende	Suspendida
Hidalgo	hgo	13039	Tolcayuca	Tolcayuca	Suspendida
Hidalgo	hgo	13038	Tlanchinol (Dge)	Tlanchinol	Suspendida
Hidalgo	hgo	13037	Tlanalapa	Tlanalapa	Suspendida
Hidalgo	hgo	13036	Tizayuca (Smn)	Tizayuca	Suspendida
Hidalgo	hgo	13035	Tezontepec (Smn)	Tezontepec De Aldama	Suspendida
Hidalgo	hgo	13034	Tenango De Doria	Tenango De Doria	Operando
Hidalgo	hgo	13033	Singuilucan	Singuilucan	Operando
Hidalgo	hgo	13032	Santo Tomas	Zempoala	Suspendida
Hidalgo	hgo	13031	Santiago Tulantepec	Santiago Tulantepec De Lugo Guerrero	Operando
Hidalgo	hgo	13030	San Rafael Mazatepec	Cuautepec De Hinojosa	Operando
Hidalgo	hgo	13029	San Lorenzo Sayula	Cuautepec De Hinojosa	Operando
Hidalgo	hgo	13028	San Miguel Allende	Tepeapulco	Suspendida
Hidalgo	hgo	13027	San Jeronimo	Tepeapulco	Operando
Hidalgo	hgo	13026	Alfajayucan (Smn)	Alfajayucan	Suspendida
Hidalgo	hgo	13025	Progreso	Progreso De Obregón	Suspendida
Hidalgo	hgo	13024	Potrerito	Emiliano Zapata	Operando
Hidalgo	hgo	13022	Pachuca (Obs)	Pachuca De Soto	Operando
Hidalgo	hgo	13021	San Felipe Orizatlan (Smn)	San Felipe Orizatlán	Suspendida
Hidalgo	hgo	13020	Nopalapa	Epazoyucan	Suspendida
Hidalgo	hgo	13019	Molango	Molango De Escamilla	Suspendida
Hidalgo	hgo	13018	Mixquiahuala (Smn)	Mixquiahuala De Juárez	Operando
Hidalgo	hgo	13017	El Chico	Mineral Del Chico	Suspendida
Hidalgo	hgo	13016	Mineral Del Monte	Mineral Del Monte	Suspendida
Hidalgo	hgo	13015	San Agustin Metziquititlan	San Agustín Metzquititlán	Operando
Hidalgo	hgo	13014	Llano Chico	Emiliano Zapata	Suspendida
Hidalgo	hgo	13013	Ixmiquilpan (Smn)	Ixmiquilpan	Operando
Hidalgo	hgo	13012	Huichapan	Huichapan	Suspendida
Hidalgo	hgo	13011	Huejutla	Huejutla De Reyes	Operando
Hidalgo	hgo	13010	General Pedro Maria Anaya	Tepetitlán	Suspendida
Hidalgo	hgo	13009	Epazoyucan	Epazoyucan	Suspendida
Hidalgo	hgo	13008	El Manantial	Tizayuca	Operando
Hidalgo	hgo	13007	Corralejo	Emiliano Zapata	Suspendida
Hidalgo	hgo	13006	Ciudad Sahagun	Tepeapulco	Suspendida
Hidalgo	hgo	13005	Charco Del Zacaton	Emiliano Zapata	Suspendida
Hidalgo	hgo	13004	Alcantarillas	Apan	Operando
Hidalgo	hgo	13003	Calnali	Calnali	Suspendida
Hidalgo	hgo	13002	Apan (Dge)	Apan	Operando
Hidalgo	hgo	13001	Acayuca	Zapotlán De Juárez	Suspendida
Guerrero	gro	12263	Cuautepec	Cuautepec	Operando
Guerrero	gro	12262	Hacienda La Cabaña	Benito Juárez	Operando
Guerrero	gro	12261	Tierra Colorada	Juan R. Escudero	Operando
Guerrero	gro	12260	Mochitlan	Mochitlán	Operando
Guerrero	gro	12259	Colmeneros	Coahuayutla De José María Izazaga	Operando
Guerrero	gro	12257	El Puente Escudero (Cfe)	Juan R. Escudero	Suspendida
Guerrero	gro	12249	Tuliman	Huitzuco De Los Figueroa	Operando
Guerrero	gro	12248	San Jose Lagunas	Alcozauca De Guerrero	Operando
Guerrero	gro	12244	Llano Grande Hilarios	Igualapa	Operando
Guerrero	gro	12243	Pilcaya	Pilcaya	Operando
Guerrero	gro	12242	Presa Revolucion Mexicana	Tecoanapa	Operando
Guerrero	gro	12241	La Salitrera	Zihuatanejo De Azueta	Operando
Guerrero	gro	12240	Petacalco	La Unión De Isidoro Montes De Oca	Operando
Guerrero	gro	12238	Paso Morelos	Huitzuco De Los Figueroa	Operando
Guerrero	gro	12236	C.E.T.A. 151 Cruz Grande	Florencio Villarreal	Operando
Guerrero	gro	12234	Las Vigas	San Marcos	Operando
Guerrero	gro	12233	Tecpan	Técpan De Galeana	Operando
Guerrero	gro	12232	Tecomate	San Marcos	Operando
Guerrero	gro	12231	Rancho Viejo	Tlacoachistlahuaca	Operando
Guerrero	gro	12230	Atrisco	Copala	Suspendida
Guerrero	gro	12229	Chilpancingo (Smn)	Chilpancingo De Los Bravo	Operando
Guerrero	gro	12228	Escalerilla La Laguna	Zapotitlán Tablas	Operando
Guerrero	gro	12227	Xalpatlahuac	Xalpatláhuac	Operando
Guerrero	gro	12226	Tierra Colorada	Cuajinicuilapa	Operando
Guerrero	gro	12225	Presa Andres Figueroa	Ajuchitlán Del Progreso	Suspendida
Guerrero	gro	12224	Pinzan Morado	Coyuca De Catalán	Suspendida
Guerrero	gro	12223	Laguna Tres Palos	Acapulco De Juárez	Operando
Guerrero	gro	12222	Laguna De Tuxpan	Iguala De La Independencia	Operando
Guerrero	gro	12221	Laguna De Nuxco	Técpan De Galeana	Operando
Guerrero	gro	12220	Laguna De Chautengo	Florencio Villarreal	Operando
Guerrero	gro	12219	Laguna De Coyuca	Coyuca De Benítez	Operando
Guerrero	gro	12218	Ixtapa Zihuatanejo	Zihuatanejo De Azueta	Suspendida
Guerrero	gro	12217	E.T.A. 106 Cruz Grande	Florencio Villarreal	Suspendida
Guerrero	gro	12216	Escuela Sec. Iguala De La Inde	Iguala De La Independencia	Suspendida
Guerrero	gro	12215	Dos Bocas	Pilcaya	Operando
Guerrero	gro	12214	Coacoyulichan	Cuautepec	Suspendida
Guerrero	gro	12212	Tuzantlan	Atenango Del Río	Operando
Guerrero	gro	12211	Nancintla	San Miguel Totolapan	Operando
Guerrero	gro	12210	Ixtapilla	Cutzamala De Pinzón	Operando
Guerrero	gro	12209	El Mogote	Pilcaya	Operando
Guerrero	gro	12208	Cuajinicuilapa	Cuajinicuilapa	Operando
Guerrero	gro	12207	Acuitlapan	Taxco De Alarcón	Operando
Guerrero	gro	12206	Ahuacuotzingo	Ahuacuotzingo	Operando
Guerrero	gro	12205	Pueblo Hidalgo	San Luis Acatlán	Operando
Guerrero	gro	12204	Yextla	Leonardo Bravo	Operando
Guerrero	gro	12203	Hogar Moderno	Acapulco De Juárez	Suspendida
Guerrero	gro	12202	La Garita	Acapulco De Juárez	Suspendida
Guerrero	gro	12201	Costa Azul	Acapulco De Juárez	Suspendida
Guerrero	gro	12200	Igualita	Xalpatláhuac	Operando
Guerrero	gro	12199	Xochihuehuetlan	Xochihuehuetlán	Operando
Guerrero	gro	12198	Petaquillas	Chilpancingo De Los Bravo	Operando
Guerrero	gro	12197	La Laja	Acapulco De Juárez	Suspendida
Guerrero	gro	12196	Temalacacingo	Olinalá	Suspendida
Guerrero	gro	12195	Metlatonoc	Metlatónoc	Operando
Guerrero	gro	12194	Zapotitlan Tablas (Cfe)	Zapotitlán Tablas	Suspendida
Guerrero	gro	12193	Papalutla (Cfe)	Copalillo	Suspendida
Guerrero	gro	12192	Coapango (Cfe)	Chilpancingo De Los Bravo	Suspendida
Guerrero	gro	12191	Zacualpan	Atoyac De Álvarez	Operando
Guerrero	gro	12190	Palma Zola Dos	Acapulco De Juárez	Suspendida
Guerrero	gro	12189	Palma Zola Uno	Acapulco De Juárez	Suspendida
Guerrero	gro	12188	Nexpa	San Marcos	Suspendida
Guerrero	gro	12187	Milpillas (Cfe)	Ometepec	Suspendida
Guerrero	gro	12186	Huitziltepec	Eduardo Neri	Operando
Guerrero	gro	12185	Cualac	Cualác	Operando
Guerrero	gro	12184	Apaxtla	Apaxtla	Operando
Guerrero	gro	12183	La Sabana	Acapulco De Juárez	Operando
Guerrero	gro	12182	Apetlanca	Cuetzala Del Progreso	Suspendida
Guerrero	gro	12181	Tuncingo	Acapulco De Juárez	Suspendida
Guerrero	gro	12180	Paxtepec	Mochitlán	Suspendida
Guerrero	gro	12178	Chiepetepec	Tlapa De Comonfort	Operando
Guerrero	gro	12177	Cuetzala Del Progreso	Cuetzala Del Progreso	Operando
Guerrero	gro	12176	Coaxtlahuacan (Cfe)	Mochitlán	Suspendida
Guerrero	gro	12175	Las Juntas	Xochistlahuaca	Suspendida
Guerrero	gro	12174	Rancho Nuevo	Petatlán	Operando
Guerrero	gro	12173	Marquelia	Marquelia	Operando
Guerrero	gro	12172	Acapulco Km. 21	Acapulco De Juárez	Operando
Guerrero	gro	12171	Chontalcoatlan	Tetipac	Operando
Guerrero	gro	12170	El Caracol (Cfe)	General Heliodoro Castillo	Suspendida
Guerrero	gro	12169	Taxco (Dge)	Taxco De Alarcón	Operando
Guerrero	gro	12168	Planta Derivadora	Cuajinicuilapa	Suspendida
Guerrero	gro	12167	Tepetlapa	Buenavista De Cuéllar	Operando
Guerrero	gro	12166	San Miguel Totolapan	San Miguel Totolapan	Operando
Guerrero	gro	12165	E.T.A. 107 Petatlan	Petatlán	Suspendida
Guerrero	gro	12164	E.T.A. 274 Cocula	Cocula	Operando
Guerrero	gro	12163	Cutzamala De Pinzon	Cutzamala De Pinzón	Operando
Guerrero	gro	12162	Chamacua	Coyuca De Catalán	Suspendida
Guerrero	gro	12161	Atoyac (Dge)	Atoyac De Álvarez	Operando
Guerrero	gro	12160	E.T.A. 340 Zirandaro	Zirándaro	Operando
Guerrero	gro	12158	Rio Santiago	Atoyac De Álvarez	Operando
Guerrero	gro	12157	E.T.A. 153 La Sabana	Acapulco De Juárez	Suspendida
Guerrero	gro	12156	El Ocotito	Chilpancingo De Los Bravo	Operando
Guerrero	gro	12154	Zicapa	Copalillo	Operando
Guerrero	gro	12153	Zihuatanejo (Smn)	Zihuatanejo De Azueta	Suspendida
Guerrero	gro	12152	San Cristobal (Cfe)	Tlacoachistlahuaca	Suspendida
Guerrero	gro	12151	Pueblo Hidalgo (Cfe)	San Luis Acatlán	Suspendida
Guerrero	gro	12150	Omiltemi	Chilpancingo De Los Bravo	Operando
Guerrero	gro	12149	Las Tamecuas (Cfe)	La Unión De Isidoro Montes De Oca	Suspendida
Guerrero	gro	12148	Laguna De Tres Palos	Acapulco De Juárez	Suspendida
Guerrero	gro	12147	Presa La Calera	Zirándaro	Suspendida
Guerrero	gro	12146	La Villita	La Unión De Isidoro Montes De Oca	Suspendida
Guerrero	gro	12145	Jicayan De Tovar (Cfe)	Tlacoachistlahuaca	Suspendida
Guerrero	gro	12142	Acapulco De Juarez (Smn)	Acapulco De Juárez	Operando
Guerrero	gro	12141	Tlapehuala	Tlapehuala	Operando
Guerrero	gro	12140	San Antonio Tejas	Coyuca De Catalán	Operando
Guerrero	gro	12139	Terrones	Coyuca De Catalán	Operando
Guerrero	gro	12138	Ajochitlan	Ajuchitlán Del Progreso	Operando
Guerrero	gro	12137	Acapulco De Juarez (Dge)	Acapulco De Juárez	Suspendida
Guerrero	gro	12136	Julian Blanco	Chilpancingo De Los Bravo	Suspendida
Guerrero	gro	12135	Olinala (Cfe)	Olinalá	Suspendida
Guerrero	gro	12134	Chilpancingo (Dge)	Chilpancingo De Los Bravo	Suspendida
Guerrero	gro	12133	Zacatula (Cfe)	La Unión De Isidoro Montes De Oca	Suspendida
Guerrero	gro	12132	Xochistlahuaca (Cfe)	Xochistlahuaca	Suspendida
Guerrero	gro	12131	Ixtapilla (Cfe)	Cutzamala De Pinzón	Suspendida
Guerrero	gro	12130	Atenango Del Rio (Cfe)	Atenango Del Río	Suspendida
Guerrero	gro	12128	Tetipac	Tetipac	Operando
Guerrero	gro	12127	Zihuatanejo (Dge)	Zihuatanejo De Azueta	Operando
Guerrero	gro	12126	Tlacotepec (Cfe)	General Heliodoro Castillo	Suspendida
Guerrero	gro	12125	Tixtla (Dge)	Tixtla De Guerrero	Operando
Guerrero	gro	12124	Tepezintla	Mochitlán	Suspendida
Guerrero	gro	12123	Teloloapan (Cfe)	Teloloapan	Suspendida
Guerrero	gro	12122	Taxco (Smn)	Taxco De Alarcón	Suspendida
Guerrero	gro	12121	San Jeronimito	Petatlán	Suspendida
Guerrero	gro	12120	San Cristobal	Chilpancingo De Los Bravo	Suspendida
Guerrero	gro	12119	Olinala (Dge)	Olinalá	Suspendida
Guerrero	gro	12118	Mezcala	Eduardo Neri	Operando
Guerrero	gro	12117	Ixcateopan De Cuauhtemoc	Ixcateopan De Cuauhtémoc	Operando
Guerrero	gro	12116	Iguala (Dge)	Iguala De La Independencia	Operando
Guerrero	gro	12115	Huitzuco (Dge)	Huitzuco De Los Figueroa	Operando
Guerrero	gro	12114	Huamuxtitlan (Dge)	Huamuxtitlán	Operando
Guerrero	gro	12113	Guayameo	Zirándaro	Operando
Guerrero	gro	12112	El Porvenir	San Marcos	Operando
Guerrero	gro	12111	Chilpancingo Los Bravos (Cfe)	Chilpancingo De Los Bravo	Suspendida
Guerrero	gro	12110	Chilapa (Dge)	Chilapa De Álvarez	Operando
Guerrero	gro	12107	Ayutla	Ayutla De Los Libres	Operando
Guerrero	gro	12106	Alcozauca (Dge)	Alcozauca De Guerrero	Operando
Guerrero	gro	12105	Zumpango Del Rio	Eduardo Neri	Operando
Guerrero	gro	12104	Zitlaltepec	Metlatónoc	Operando
Guerrero	gro	12103	Zirandaro	Zirándaro	Suspendida
Guerrero	gro	12102	Zapotitlan Tablas	Zapotitlán Tablas	Suspendida
Guerrero	gro	12101	Xochipala	Eduardo Neri	Suspendida
